subjectAuthorizedFormOfName,relationType,objectAuthorizedFormOfName,description,date,startDate,endDate,culture
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Arnold Fioravante","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos e Garantias Individuais",associativo,"Arnold Fioravante","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Arnold Fioravante","Titular da Comissão",,,,pt_BR
"Subcomissão da Ciência e Tecnologia e da Comunicação",associativo,"Arnold Fioravante","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Arolde de Oliveira","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Judiciário e do Ministério Público",associativo,"Arolde de Oliveira","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Arolde de Oliveira","Titular da Comissão",,,,pt_BR
"Subcomissão da Ciência e Tecnologia e da Comunicação",associativo,"Arolde de Oliveira","Presidente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Artenir Werner","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Artenir Werner","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Artenir Werner","Titular da Comissão",,,,pt_BR
"Subcomissão de Garantia da Constituição Reformas e Emendas",associativo,"Artenir Werner","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Artur da Távola","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Artur da Távola","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Artur da Távola","Relator da Comissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Asdrúbal Bentes","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Estados",associativo,"Asdrúbal Bentes","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Asdrúbal Bentes","1° Vice-Presidente da Comissão",,,,pt_BR
"Subcomissão de Defesa do Estado da Sociedade e de sua Segurança",associativo,"Asdrúbal Bentes","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Assis Canuto","Suplente da Comissão",,,,pt_BR
"Subcomissão do Sistema Eleitoral e Partidos Políticos",associativo,"Assis Canuto","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Assis Canuto","Titular da Comissão",,,,pt_BR
"Subcomissão da Questão Urbana e Transporte",associativo,"Assis Canuto","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Átila Lira","Suplente da Comissão",,,,pt_BR
"Subcomissão da Questão Urbana e Transporte",associativo,"Átila Lira","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Átila Lira","Titular da Comissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Átila Lira","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Augusto Carvalho","Suplente da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Augusto Carvalho","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Augusto Carvalho","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Augusto Carvalho","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Basílio Villani","Suplente da Comissão",,,,pt_BR
"Subcomissão do Sistema Eleitoral e Partidos Políticos",associativo,"Basílio Villani","Suplente da Subcomissão",,,,pt_BR
"Subcomissão do Sistema Financeiro",associativo,"Basílio Villani","Titular da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Basílio Villani","Titular da Comissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Benedicto Monteiro","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Benedicto Monteiro","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Benedicto Monteiro","Titular da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Benedicto Monteiro","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Benedita da Silva","Suplente da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Benedita da Silva","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Benedita da Silva","Titular da Comissão",,,,pt_BR
"Subcomissão dos Negros, Populações Indígenas, Pessoas Deficientes e Minorias",associativo,"Benedita da Silva","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Benito Gama","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Benito Gama","Suplente da Subcomissão",,,,pt_BR
"Subcomissão de Tributos Participação e Distribuição das Receitas",associativo,"Benito Gama","Presidente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Benito Gama","Titular da Comissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Bernardo Cabral","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Legislativo",associativo,"Bernardo Cabral","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Beth Azize","Titular da Comissão",,,,pt_BR
"Subcomissão de Princípios Gerais Intervenção do Estado Regime da Propriedade do Subsolo e da Atividade Econômica",associativo,"Beth Azize","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Bezerra de Melo","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Negros, Populações Indígenas, Pessoas Deficientes e Minorias",associativo,"Bezerra de Melo","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Bezerra de Melo","Titular da Comissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Bezerra de Melo","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Bocayuva Cunha","Titular da Comissão",,,,pt_BR
"Subcomissão do Poder Legislativo",associativo,"Bocayuva Cunha","Presidente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Bonifácio de Andrada","Titular da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Bonifácio de Andrada","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Borges da Silveira","Suplente da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Borges da Silveira","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Borges da Silveira","Titular da Comissão",,,,pt_BR
"Subcomissão de Saúde Seguridade e do Meio Ambiente",associativo,"Borges da Silveira","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Bosco França","Suplente da Comissão",,,,pt_BR
"Subcomissão de Princípios Gerais Intervenção do Estado Regime da Propriedade do Subsolo e da Atividade Econômica",associativo,"Bosco França","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Bosco França","Titular da Comissão",,,,pt_BR
"Subcomissão dos Negros, Populações Indígenas, Pessoas Deficientes e Minorias",associativo,"Bosco França","2° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Brandão Monteiro","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Brandão Monteiro","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Caio Pompeu","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Legislativo",associativo,"Caio Pompeu","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Caio Pompeu","Titular da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Caio Pompeu","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Cardoso Alves","Suplente da Comissão",,,,pt_BR
"Subcomissão de Defesa do Estado da Sociedade e de sua Segurança",associativo,"Cardoso Alves","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Cardoso Alves","Titular da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Cardoso Alves","Titular da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Carlos Alberto Caó","Titular da Comissão",,,,pt_BR
"Subcomissão da Ciência e Tecnologia e da Comunicação",associativo,"Carlos Alberto Caó","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Carlos Benevides","Titular da Comissão",,,,pt_BR
"Subcomissão de Defesa do Estado da Sociedade e de sua Segurança",associativo,"Carlos Benevides","Titular da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Carlos Benevides","Suplente da Comissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Carlos Benevides","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Carlos Cardinal","Titular da Comissão",,,,pt_BR
"Subcomissão dos Estados",associativo,"Carlos Cardinal","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Econômica",associativo,"Carlos Cardinal","Suplente da Comissão",,,,pt_BR
"Subcomissão da Política Agrícola e Fundiária e da Reforma Agrária",associativo,"Carlos Cardinal","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Carlos Cotta","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Carlos Cotta","Titular da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Carlos Cotta","Suplente da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Carlos Cotta","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Carlos Mosconi","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Carlos Mosconi","Suplente da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Carlos Mosconi","Titular da Comissão",,,,pt_BR
"Subcomissão de Saúde Seguridade e do Meio Ambiente",associativo,"Carlos Mosconi","Relator da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Carlos Sant'Anna","Suplente da Comissão",,,,pt_BR
"Subcomissão de Saúde Seguridade e do Meio Ambiente",associativo,"Carlos Sant'Anna","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Carlos Vinagre","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Carlos Vinagre","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Carlos Vinagre","Titular da Comissão",,,,pt_BR
"Subcomissão do Poder Judiciário e do Ministério Público",associativo,"Carlos Vinagre","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Carlos Virgílio","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"Carlos Virgílio","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Carlos Virgílio","Titular da Comissão",,,,pt_BR
"Subcomissão do Sistema Eleitoral e Partidos Políticos",associativo,"Carlos Virgílio","Titular da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Carrel Benevides","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Municípios e Regiões",associativo,"Carrel Benevides","Suplente da Subcomissão",,,,pt_BR
"Subcomissão de Orçamento e Fiscalização Financeira",associativo,"Carrel Benevides","1° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Carrel Benevides","Titular da Comissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Cássio Cunha Lima","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Negros, Populações Indígenas, Pessoas Deficientes e Minorias",associativo,"Cássio Cunha Lima","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Cássio Cunha Lima","Titular da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Cássio Cunha Lima","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Célio de Castro","Titular da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Célio de Castro","Titular da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Célio de Castro","Suplente da Comissão",,,,pt_BR
"Subcomissão da Família do Menor e do Idoso",associativo,"Célio de Castro","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"Celso Dourado","Suplente da Comissão",,,,pt_BR
"Subcomissão do Poder Legislativo",associativo,"Celso Dourado","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"César Cals Neto","Suplente da Comissão",,,,pt_BR
"Subcomissão da União Distrito Federal e Territórios",associativo,"César Cals Neto","Suplente da Subcomissão",,,,pt_BR
"Comissão da Organização dos Poderes e Sistema de Governo",associativo,"César Cals Neto","Titular da Comissão",,,,pt_BR
"Subcomissão do Poder Executivo",associativo,"César Cals Neto","2° Vice-Presidente da Subcomissão",,,,pt_BR
"Comissão da Organização Eleitoral Partidária e Garantia das Instituições",associativo,"Cesar Maia","Titular da Comissão",,,,pt_BR
"Subcomissão de Defesa do Estado da Sociedade e de sua Segurança",associativo,"Cesar Maia","Titular da Subcomissão",,,,pt_BR
"Subcomissão do Sistema Financeiro",associativo,"Cesar Maia","Suplente da Subcomissão",,,,pt_BR
"Comissão do Sistema Tributário Orçamento e Finanças",associativo,"Cesar Maia","Suplente da Comissão",,,,pt_BR
"Comissão da Organização do Estado",associativo,"Chagas Duarte","Titular da Comissão",,,,pt_BR
"Subcomissão da União Distrito Federal e Territórios",associativo,"Chagas Duarte","Titular da Subcomissão",,,,pt_BR
"Comissão da Ordem Social",associativo,"Chagas Duarte","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos dos Trabalhadores e Servidores Públicos",associativo,"Chagas Duarte","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Chico Humberto","Suplente da Comissão",,,,pt_BR
"Subcomissão da Nacionalidade da Soberania e das Relações Internacionais",associativo,"Chico Humberto","Suplente da Subcomissão",,,,pt_BR
"Comissão da Família da Educação Cultura e Esportes da Ciência e Tecnologia e da Comunicação",associativo,"Chico Humberto","Titular da Comissão",,,,pt_BR
"Subcomissão da Educação Cultura e Esportes",associativo,"Chico Humberto","Titular da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Christovam Chiaradia","Suplente da Comissão",,,,pt_BR
"Subcomissão dos Direitos Políticos dos Direitos Coletivos e das Garantias",associativo,"Christovam Chiaradia","Suplente da Subcomissão",,,,pt_BR
"Comissão da Soberania e dos Direitos e Garantias do Homem e da Mulher",associativo,"Cid Carvalho","Suplente da Comissão",,,,pt_BR
